Instância,Dados Iniciais,Diagnóstico Inicial,Diagnóstico do Modelo,Contribuições
577,"{'Temperature': 22.9, 'Humidity': 74.4, 'PM2.5': 0.0, 'PM10': 1.8999999999999986, 'NO2': 15.7, 'SO2': 3.7, 'CO': 0.8999999999999999, 'Proximity_to_Industrial_Areas': 10.3, 'Population_Density': 390.0}",Good,Good,"{'PM10 <= -0.65': -0.039768196283069705, 'CO <= -0.86': -0.03029814137006776, 'PM2.5 <= -0.63': 0.0239613825765713, 'NO2 <= -0.71': -0.016869778942442768, 'Temperature <= -0.73': -0.016661124709089255}"
578,"{'Temperature': 34.4, 'Humidity': 95.4, 'PM2.5': 76.0, 'PM10': 95.5, 'NO2': 20.8, 'SO2': 13.0, 'CO': 2.78, 'Proximity_to_Industrial_Areas': 6.2, 'Population_Density': 657.0}",Hazardous,Poor,"{'PM10 > 0.30': 0.11943307297149991, 'CO > 0.62': 0.0598791863074807, 'Population_Density > 0.68': 0.04566766116507367, 'Temperature > 0.61': 0.036824988904997365, 'PM2.5 > 0.25': -0.03594480200482079}"
579,"{'Temperature': 23.1, 'Humidity': 60.0, 'PM2.5': 86.4, 'PM10': 95.6, 'NO2': 28.8, 'SO2': 7.9, 'CO': 1.11, 'Proximity_to_Industrial_Areas': 5.5, 'Population_Density': 506.0}",Moderate,Moderate,"{'PM10 > 0.30': 0.09790882174917064, 'PM2.5 > 0.25': -0.034215487523824695, 'Temperature <= -0.73': -0.015121808434658397, '-0.86 < CO <= -0.17': -0.014734897792695451, '-0.73 < SO2 <= -0.29': -0.010030331044461839}"
580,"{'Temperature': 19.6, 'Humidity': 47.2, 'PM2.5': 0.8999999999999986, 'PM10': 7.5, 'NO2': 23.2, 'SO2': 3.8, 'CO': 1.02, 'Proximity_to_Industrial_Areas': 10.5, 'Population_Density': 380.0}",Good,Good,"{'PM10 <= -0.65': -0.036938619180597314, 'Population_Density <= -0.75': -0.031171206110890883, 'Humidity <= -0.74': -0.02450886570471791, 'PM2.5 <= -0.63': 0.021322489339272978, 'CO <= -0.86': -0.020982535706307287}"
581,"{'Temperature': 42.7, 'Humidity': 70.1, 'PM2.5': 123.7, 'PM10': 128.1, 'NO2': 28.7, 'SO2': 2.4000000000000004, 'CO': 1.89, 'Proximity_to_Industrial_Areas': 4.2, 'Population_Density': 765.0}",Poor,Poor,"{'PM10 > 0.30': 0.11708379654485504, 'CO > 0.62': 0.05258692415831156, 'Population_Density > 0.68': 0.05092224582800015, 'PM2.5 > 0.25': -0.03748260267316019, 'Proximity_to_Industrial_Areas <= -0.84': 0.0313868843369753}"
582,"{'Temperature': 20.5, 'Humidity': 80.3, 'PM2.5': 12.600000000000001, 'PM10': 25.9, 'NO2': 33.0, 'SO2': 11.4, 'CO': 1.44, 'Proximity_to_Industrial_Areas': 6.1, 'Population_Density': 433.0}",Moderate,Moderate,"{'-0.31 < PM10 <= 0.30': -0.03065067290691199, 'NO2 > 0.61': 0.021774446862662437, 'Temperature <= -0.73': -0.017952630844883286, '-0.75 < Population_Density <= -0.02': -0.01774123896573684, '-0.01 < Humidity <= 0.65': 0.004378488942363576}"
583,"{'Temperature': 44.2, 'Humidity': 79.7, 'PM2.5': 4.9, 'PM10': 23.6, 'NO2': 34.4, 'SO2': 18.1, 'CO': 1.76, 'Proximity_to_Industrial_Areas': 4.1, 'Population_Density': 724.0}",Poor,Poor,"{'Population_Density > 0.68': 0.05080055122626264, 'Proximity_to_Industrial_Areas <= -0.84': 0.03582081904860372, 'NO2 > 0.61': 0.03148888808052818, 'Temperature > 0.61': 0.031134877591392912, '-0.31 < PM10 <= 0.30': -0.0280767170460978}"
584,"{'Temperature': 23.4, 'Humidity': 77.4, 'PM2.5': 25.1, 'PM10': 28.6, 'NO2': 26.1, 'SO2': 5.7, 'CO': 1.09, 'Proximity_to_Industrial_Areas': 12.0, 'Population_Density': 201.0}",Good,Good,"{'Population_Density <= -0.75': -0.03251466364523535, '-0.31 < PM10 <= 0.30': -0.02489499317094274, 'Temperature <= -0.73': -0.016781895551350828, '-0.86 < CO <= -0.17': -0.01606589389631832, '-0.14 < NO2 <= 0.61': -0.010215921449602589}"
585,"{'Temperature': 40.3, 'Humidity': 73.4, 'PM2.5': 11.3, 'PM10': 29.9, 'NO2': 31.4, 'SO2': 25.3, 'CO': 2.11, 'Proximity_to_Industrial_Areas': 3.9000000000000004, 'Population_Density': 380.0}",Poor,Poor,"{'CO > 0.62': 0.05368725572297799, 'SO2 > 0.55': 0.036326942250786726, 'Temperature > 0.61': 0.03408678102156104, 'Population_Density <= -0.75': -0.03326009505326526, '-0.31 < PM10 <= 0.30': -0.030799782496702576}"
586,"{'Temperature': 39.9, 'Humidity': 78.7, 'PM2.5': 71.9, 'PM10': 85.2, 'NO2': 39.7, 'SO2': 16.3, 'CO': 2.54, 'Proximity_to_Industrial_Areas': 3.3, 'Population_Density': 957.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.11908334242568845, 'CO > 0.62': 0.0573040135026475, 'Population_Density > 0.68': 0.05656239760164703, 'PM2.5 > 0.25': -0.0404271257154052, 'SO2 > 0.55': 0.0348929100394356}"
587,"{'Temperature': 22.0, 'Humidity': 51.1, 'PM2.5': 26.0, 'PM10': 27.3, 'NO2': 23.0, 'SO2': 8.2, 'CO': 1.03, 'Proximity_to_Industrial_Areas': 14.4, 'Population_Density': 384.0}",Good,Good,"{'-0.31 < PM10 <= 0.30': -0.027805446229549363, 'CO <= -0.86': -0.02569904252280797, 'Humidity <= -0.74': -0.02123343561262206, 'Temperature <= -0.73': -0.015560980863213654, '-0.75 < Population_Density <= -0.02': -0.013998328280078106}"
588,"{'Temperature': 23.8, 'Humidity': 68.8, 'PM2.5': 21.8, 'PM10': 29.6, 'NO2': 14.6, 'SO2': 5.3, 'CO': 0.89, 'Proximity_to_Industrial_Areas': 10.9, 'Population_Density': 583.0}",Good,Good,"{'CO <= -0.86': -0.029165497697947476, '-0.31 < PM10 <= 0.30': -0.028729143906105915, 'Temperature <= -0.73': -0.018701457123863587, '-0.73 < SO2 <= -0.29': -0.018414262819676914, 'NO2 <= -0.71': -0.0163524976088574}"
589,"{'Temperature': 31.9, 'Humidity': 70.1, 'PM2.5': 5.5, 'PM10': 17.5, 'NO2': 44.2, 'SO2': 17.2, 'CO': 1.65, 'Proximity_to_Industrial_Areas': 4.1, 'Population_Density': 506.0}",Poor,Poor,"{'-0.65 < PM10 <= -0.31': -0.04554824664156867, 'NO2 > 0.61': 0.03814653638836547, 'SO2 > 0.55': 0.032812235268064614, 'Proximity_to_Industrial_Areas <= -0.84': 0.025006159015286723, '-0.02 < Population_Density <= 0.68': 0.012093637544255988}"
590,"{'Temperature': 22.2, 'Humidity': 53.1, 'PM2.5': 13.8, 'PM10': 15.0, 'NO2': 21.5, 'SO2': 4.1, 'CO': 1.06, 'Proximity_to_Industrial_Areas': 14.5, 'Population_Density': 276.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03778220409846403, 'Population_Density <= -0.75': -0.03383371089163344, 'Humidity <= -0.74': -0.02383860818445206, '-0.86 < CO <= -0.17': -0.020383445162606633, 'Temperature <= -0.73': -0.02025867256104314}"
591,"{'Temperature': 32.4, 'Humidity': 75.3, 'PM2.5': 17.7, 'PM10': 27.4, 'NO2': 34.1, 'SO2': 10.1, 'CO': 1.54, 'Proximity_to_Industrial_Areas': 9.7, 'Population_Density': 611.0}",Moderate,Moderate,"{'Population_Density > 0.68': 0.042002396562930734, 'NO2 > 0.61': 0.03166406283817572, '-0.31 < PM10 <= 0.30': -0.030022119609399607, '-0.01 < Humidity <= 0.65': 0.01815759530317278, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.01806338589336991}"
592,"{'Temperature': 35.1, 'Humidity': 82.5, 'PM2.5': 3.8000000000000007, 'PM10': 13.0, 'NO2': 45.400000000000006, 'SO2': 3.9000000000000004, 'CO': 2.24, 'Proximity_to_Industrial_Areas': 3.7, 'Population_Density': 703.0}",Poor,Hazardous,"{'CO > 0.62': 0.0580484532875277, '-0.65 < PM10 <= -0.31': -0.04847016691671367, 'NO2 > 0.61': 0.04661396786294529, 'Temperature > 0.61': 0.04530973913673082, 'Population_Density > 0.68': 0.03721645119280569}"
593,"{'Temperature': 23.6, 'Humidity': 40.4, 'PM2.5': 10.7, 'PM10': 14.100000000000001, 'NO2': 26.6, 'SO2': 7.4, 'CO': 1.03, 'Proximity_to_Industrial_Areas': 14.7, 'Population_Density': 319.0}",Good,Good,"{'Population_Density <= -0.75': -0.03358264464192353, '-0.65 < PM10 <= -0.31': -0.032880202369929674, 'CO <= -0.86': -0.030931084064784727, 'Humidity <= -0.74': -0.0271851778771436, 'Temperature <= -0.73': -0.018924404814986584}"
594,"{'Temperature': 24.7, 'Humidity': 70.3, 'PM2.5': 3.1999999999999993, 'PM10': 11.100000000000001, 'NO2': 23.1, 'SO2': 6.6, 'CO': 0.88, 'Proximity_to_Industrial_Areas': 10.3, 'Population_Density': 593.0}",Good,Good,"{'PM10 <= -0.65': -0.03941137825813367, 'CO <= -0.86': -0.029655850549463313, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.013274691399840608, '-0.71 < NO2 <= -0.14': -0.011502924675511584, 'Temperature <= -0.73': -0.009904541318511526}"
595,"{'Temperature': 44.5, 'Humidity': 81.7, 'PM2.5': 85.6, 'PM10': 107.6, 'NO2': 34.2, 'SO2': 34.9, 'CO': 2.45, 'Proximity_to_Industrial_Areas': 7.5, 'Population_Density': 682.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.1245764716808152, 'CO > 0.62': 0.07372352205642657, 'Population_Density > 0.68': 0.05407254465046024, 'PM2.5 > 0.25': -0.04317335316264498, 'SO2 > 0.55': 0.037546585789880765}"
596,"{'Temperature': 21.8, 'Humidity': 72.4, 'PM2.5': 4.0, 'PM10': 7.5, 'NO2': 19.4, 'SO2': -0.3000000000000007, 'CO': 1.15, 'Proximity_to_Industrial_Areas': 12.2, 'Population_Density': 490.0}",Good,Good,"{'PM10 <= -0.65': -0.037227942086030044, '-0.86 < CO <= -0.17': -0.019442098414476063, 'PM2.5 <= -0.63': 0.018020449910717454, 'Temperature <= -0.73': -0.01619145219094211, '-0.75 < Population_Density <= -0.02': -0.013102840214511594}"
597,"{'Temperature': 39.0, 'Humidity': 60.5, 'PM2.5': 31.6, 'PM10': 37.0, 'NO2': 44.0, 'SO2': 20.1, 'CO': 2.3, 'Proximity_to_Industrial_Areas': 5.1, 'Population_Density': 406.0}",Poor,Poor,"{'CO > 0.62': 0.06020773297440864, 'PM2.5 > 0.25': -0.038407958589230476, 'Temperature > 0.61': 0.036093613203061814, 'Proximity_to_Industrial_Areas <= -0.84': 0.03562590198748991, '-0.31 < PM10 <= 0.30': -0.03361508647787652}"
598,"{'Temperature': 24.4, 'Humidity': 57.1, 'PM2.5': 1.6000000000000014, 'PM10': 5.300000000000001, 'NO2': 16.7, 'SO2': 7.9, 'CO': 1.02, 'Proximity_to_Industrial_Areas': 16.4, 'Population_Density': 228.0}",Good,Good,"{'PM10 <= -0.65': -0.03946467952041909, 'Population_Density <= -0.75': -0.033469387694953244, 'CO <= -0.86': -0.02911330152077761, 'Humidity <= -0.74': -0.02590279121817633, 'PM2.5 <= -0.63': 0.02047547030097411}"
599,"{'Temperature': 21.8, 'Humidity': 70.4, 'PM2.5': 16.5, 'PM10': 22.3, 'NO2': 24.1, 'SO2': 1.9000000000000004, 'CO': 0.94, 'Proximity_to_Industrial_Areas': 12.3, 'Population_Density': 420.0}",Good,Good,"{'-0.31 < PM10 <= 0.30': -0.02893972742905313, 'CO <= -0.86': -0.028221223272161765, 'Proximity_to_Industrial_Areas > 0.74': -0.01752958474079462, 'Temperature <= -0.73': -0.015819510410688013, '-0.75 < Population_Density <= -0.02': -0.014418907380829312}"
600,"{'Temperature': 21.6, 'Humidity': 45.0, 'PM2.5': 15.0, 'PM10': 17.5, 'NO2': 15.1, 'SO2': 0.40000000000000036, 'CO': 1.1, 'Proximity_to_Industrial_Areas': 10.3, 'Population_Density': 487.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03461395225375213, 'Humidity <= -0.74': -0.02436432514197249, '-0.86 < CO <= -0.17': -0.02141603528135321, 'Temperature <= -0.73': -0.015758488586388855, 'SO2 <= -0.73': -0.01479274909684671}"
601,"{'Temperature': 29.6, 'Humidity': 46.6, 'PM2.5': 5.100000000000001, 'PM10': 16.2, 'NO2': 27.0, 'SO2': 7.0, 'CO': 1.93, 'Proximity_to_Industrial_Areas': 7.6, 'Population_Density': 364.0}",Moderate,Moderate,"{'CO > 0.62': 0.05499479315047565, '-0.65 < PM10 <= -0.31': -0.037671023970933075, 'Population_Density <= -0.75': -0.03410479971431898, 'Humidity <= -0.74': -0.02365198172964028, '-0.63 < PM2.5 <= -0.33': 0.014610282062275902}"
602,"{'Temperature': 30.6, 'Humidity': 94.9, 'PM2.5': 10.5, 'PM10': 34.9, 'NO2': 26.5, 'SO2': 12.1, 'CO': 2.44, 'Proximity_to_Industrial_Areas': 6.0, 'Population_Density': 444.0}",Poor,Poor,"{'CO > 0.62': 0.06525263753660993, '-0.31 < PM10 <= 0.30': -0.03492704330788771, 'Humidity > 0.65': 0.021744585946338105, '-0.75 < Population_Density <= -0.02': -0.019402940499616637, '-0.63 < PM2.5 <= -0.33': 0.015027038227661016}"
603,"{'Temperature': 28.7, 'Humidity': 41.0, 'PM2.5': 5.899999999999999, 'PM10': 10.7, 'NO2': 19.7, 'SO2': 8.0, 'CO': 1.01, 'Proximity_to_Industrial_Areas': 11.6, 'Population_Density': 387.0}",Good,Good,"{'PM10 <= -0.65': -0.040903095961576236, 'CO <= -0.86': -0.030519297765391848, 'Humidity <= -0.74': -0.02678320411424871, '-0.63 < PM2.5 <= -0.33': 0.014977552539777261, '-0.73 < SO2 <= -0.29': -0.01351945508046977}"
604,"{'Temperature': 23.7, 'Humidity': 55.9, 'PM2.5': 27.7, 'PM10': 37.2, 'NO2': 16.2, 'SO2': 2.1000000000000005, 'CO': 1.03, 'Proximity_to_Industrial_Areas': 12.1, 'Population_Density': 307.0}",Good,Good,"{'Population_Density <= -0.75': -0.03262582203476614, 'PM2.5 > 0.25': -0.029832262415228496, '-0.31 < PM10 <= 0.30': -0.028385567379436247, 'Humidity <= -0.74': -0.026741401933051807, 'CO <= -0.86': -0.02263535046049078}"
605,"{'Temperature': 44.9, 'Humidity': 82.7, 'PM2.5': 33.8, 'PM10': 51.4, 'NO2': 32.1, 'SO2': 14.7, 'CO': 2.49, 'Proximity_to_Industrial_Areas': 3.8, 'Population_Density': 514.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.13676179920421314, 'CO > 0.62': 0.07322167517986224, 'PM2.5 > 0.25': -0.042267841227660856, 'SO2 > 0.55': 0.0365245402391967, 'NO2 > 0.61': 0.03427334526263157}"
606,"{'Temperature': 26.0, 'Humidity': 76.0, 'PM2.5': 79.0, 'PM10': 83.4, 'NO2': 19.6, 'SO2': 10.1, 'CO': 1.48, 'Proximity_to_Industrial_Areas': 12.6, 'Population_Density': 501.0}",Moderate,Moderate,"{'PM10 > 0.30': 0.11584685184956116, 'PM2.5 > 0.25': -0.03530260534009068, 'NO2 <= -0.71': -0.020915129093307235, '-0.17 < CO <= 0.62': -0.010668504324281796, '-0.02 < Population_Density <= 0.68': 0.007987805558877003}"
607,"{'Temperature': 28.8, 'Humidity': 82.8, 'PM2.5': 25.1, 'PM10': 43.8, 'NO2': 25.7, 'SO2': 25.7, 'CO': 1.85, 'Proximity_to_Industrial_Areas': 4.2, 'Population_Density': 623.0}",Poor,Poor,"{'PM10 > 0.30': 0.11843170319715499, 'CO > 0.62': 0.06688778289525275, 'Population_Density > 0.68': 0.04393618854201996, 'Humidity > 0.65': 0.034844691247156515, 'SO2 > 0.55': 0.03417156374316069}"
608,"{'Temperature': 32.9, 'Humidity': 47.3, 'PM2.5': 37.9, 'PM10': 46.2, 'NO2': 20.1, 'SO2': 3.9000000000000004, 'CO': 1.47, 'Proximity_to_Industrial_Areas': 10.3, 'Population_Density': 419.0}",Moderate,Moderate,"{'PM10 > 0.30': 0.11092299669225912, 'PM2.5 > 0.25': -0.03712371443651547, 'Humidity <= -0.74': -0.028556741953996292, '-0.75 < Population_Density <= -0.02': -0.019295606751279067, 'SO2 <= -0.73': -0.0181525441941784}"
609,"{'Temperature': 34.7, 'Humidity': 86.9, 'PM2.5': 8.1, 'PM10': 41.3, 'NO2': 34.5, 'SO2': 35.7, 'CO': 3.35, 'Proximity_to_Industrial_Areas': 2.7, 'Population_Density': 673.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.12115906766919964, 'CO > 0.62': 0.061652466559044175, 'Population_Density > 0.68': 0.0450502432005444, 'Humidity > 0.65': 0.036085359688538265, 'NO2 > 0.61': 0.03326347161464985}"
610,"{'Temperature': 29.5, 'Humidity': 85.9, 'PM2.5': 13.6, 'PM10': 33.2, 'NO2': 18.7, 'SO2': 14.4, 'CO': 1.78, 'Proximity_to_Industrial_Areas': 6.6, 'Population_Density': 397.0}",Moderate,Moderate,"{'-0.31 < PM10 <= 0.30': -0.029255652150490735, 'SO2 > 0.55': 0.024636213166104193, 'Humidity > 0.65': 0.021135704974019724, '-0.75 < Population_Density <= -0.02': -0.01304253163925858, 'NO2 <= -0.71': -0.012307274603500786}"
611,"{'Temperature': 29.8, 'Humidity': 75.8, 'PM2.5': 1.1000000000000014, 'PM10': 19.5, 'NO2': 29.7, 'SO2': 4.0, 'CO': 1.78, 'Proximity_to_Industrial_Areas': 6.3, 'Population_Density': 402.0}",Moderate,Moderate,"{'-0.65 < PM10 <= -0.31': -0.04110345128297314, 'PM2.5 <= -0.63': 0.025023141262193467, 'SO2 <= -0.73': -0.016133006636718003, '-0.75 < Population_Density <= -0.02': -0.012990751614383855, '-0.01 < Humidity <= 0.65': 0.004171443255095591}"
612,"{'Temperature': 32.2, 'Humidity': 57.0, 'PM2.5': 22.8, 'PM10': 34.4, 'NO2': 25.7, 'SO2': 5.8, 'CO': 1.5, 'Proximity_to_Industrial_Areas': 7.0, 'Population_Density': 509.0}",Moderate,Moderate,"{'-0.31 < PM10 <= 0.30': -0.02957476023574855, 'Humidity <= -0.74': -0.02768153301971349, '-0.17 < CO <= 0.62': -0.011815060618953075, '-0.73 < SO2 <= -0.29': -0.0095513067377591, '-0.33 < PM2.5 <= 0.25': -0.006336925538189074}"
613,"{'Temperature': 43.5, 'Humidity': 89.6, 'PM2.5': 20.9, 'PM10': 46.8, 'NO2': 41.5, 'SO2': 14.2, 'CO': 2.31, 'Proximity_to_Industrial_Areas': 5.0, 'Population_Density': 594.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.13171792120429984, 'CO > 0.62': 0.0560256998332781, 'SO2 > 0.55': 0.03802582048296289, 'Humidity > 0.65': 0.03641530974899962, 'Proximity_to_Industrial_Areas <= -0.84': 0.03434256232300026}"
614,"{'Temperature': 24.2, 'Humidity': 55.2, 'PM2.5': 11.6, 'PM10': 28.8, 'NO2': 24.8, 'SO2': 9.9, 'CO': 1.5, 'Proximity_to_Industrial_Areas': 7.8, 'Population_Density': 350.0}",Moderate,Moderate,"{'Population_Density <= -0.75': -0.034228793962356605, '-0.31 < PM10 <= 0.30': -0.022000649216436314, 'Humidity <= -0.74': -0.019699645296751805, '-0.63 < PM2.5 <= -0.33': 0.015447865734893438, '-0.17 < CO <= 0.62': -0.012126812960748664}"
615,"{'Temperature': 37.8, 'Humidity': 65.8, 'PM2.5': 4.499999999999998, 'PM10': 19.8, 'NO2': 17.2, 'SO2': 9.4, 'CO': 1.43, 'Proximity_to_Industrial_Areas': 6.2, 'Population_Density': 495.0}",Moderate,Moderate,"{'-0.65 < PM10 <= -0.31': -0.04359965158499491, 'Temperature > 0.61': 0.02989511358669817, '-0.75 < Population_Density <= -0.02': -0.02240534333633516, 'PM2.5 <= -0.63': 0.0194751062263597, 'NO2 <= -0.71': -0.017153755052035903}"
616,"{'Temperature': 27.4, 'Humidity': 67.4, 'PM2.5': 3.6000000000000014, 'PM10': 10.7, 'NO2': 28.0, 'SO2': 3.1000000000000005, 'CO': 1.06, 'Proximity_to_Industrial_Areas': 12.5, 'Population_Density': 424.0}",Good,Good,"{'PM10 <= -0.65': -0.03906523352077377, '-0.86 < CO <= -0.17': -0.024144994721894318, 'SO2 <= -0.73': -0.019967610403487587, 'PM2.5 <= -0.63': 0.018717933330266476, '-0.75 < Population_Density <= -0.02': -0.01617473413410935}"
617,"{'Temperature': 33.2, 'Humidity': 72.0, 'PM2.5': 4.100000000000001, 'PM10': 16.300000000000004, 'NO2': 24.8, 'SO2': 6.6, 'CO': 2.02, 'Proximity_to_Industrial_Areas': 5.9, 'Population_Density': 662.0}",Poor,Poor,"{'CO > 0.62': 0.06671929392086363, 'Population_Density > 0.68': 0.047778304649179586, '-0.65 < PM10 <= -0.31': -0.03849537220116871, 'PM2.5 <= -0.63': 0.01595838764647072, '-0.73 < SO2 <= -0.29': -0.015295197780317123}"
618,"{'Temperature': 28.5, 'Humidity': 57.3, 'PM2.5': 18.4, 'PM10': 34.9, 'NO2': 32.7, 'SO2': 13.9, 'CO': 2.54, 'Proximity_to_Industrial_Areas': 5.0, 'Population_Density': 486.0}",Poor,Poor,"{'CO > 0.62': 0.058849009284339025, '-0.31 < PM10 <= 0.30': -0.03183202978612617, 'NO2 > 0.61': 0.030894181644364554, 'Humidity <= -0.74': -0.02801410551430134, 'SO2 > 0.55': 0.025461242127650698}"
619,"{'Temperature': 37.6, 'Humidity': 81.2, 'PM2.5': 28.1, 'PM10': 56.6, 'NO2': 46.7, 'SO2': 13.7, 'CO': 1.85, 'Proximity_to_Industrial_Areas': 4.1, 'Population_Density': 560.0}",Poor,Poor,"{'PM10 > 0.30': 0.11540612449680446, 'CO > 0.62': 0.060553246932064916, 'PM2.5 > 0.25': -0.042246164042202404, 'Humidity > 0.65': 0.03457808727849811, 'Proximity_to_Industrial_Areas <= -0.84': 0.02967262523177386}"
620,"{'Temperature': 23.1, 'Humidity': 58.3, 'PM2.5': 3.1999999999999993, 'PM10': 7.300000000000001, 'NO2': 12.9, 'SO2': 5.9, 'CO': 1.03, 'Proximity_to_Industrial_Areas': 11.9, 'Population_Density': 295.0}",Good,Good,"{'PM10 <= -0.65': -0.040912645503426937, 'Population_Density <= -0.75': -0.029853336331346587, 'CO <= -0.86': -0.02656883299832245, 'PM2.5 <= -0.63': 0.02172706150758928, 'Humidity <= -0.74': -0.021672081978420184}"
621,"{'Temperature': 31.9, 'Humidity': 91.7, 'PM2.5': 5.0, 'PM10': 6.800000000000001, 'NO2': 24.8, 'SO2': 16.8, 'CO': 2.05, 'Proximity_to_Industrial_Areas': 3.5, 'Population_Density': 828.0}",Poor,Poor,"{'CO > 0.62': 0.06364147267443701, 'PM10 <= -0.65': -0.04578135563884978, 'Population_Density > 0.68': 0.038720988069031945, 'Humidity > 0.65': 0.03502857978506916, 'Proximity_to_Industrial_Areas <= -0.84': 0.027883823162509015}"
622,"{'Temperature': 26.8, 'Humidity': 52.0, 'PM2.5': 14.8, 'PM10': 20.5, 'NO2': 26.8, 'SO2': 2.2, 'CO': 0.76, 'Proximity_to_Industrial_Areas': 10.9, 'Population_Density': 395.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03566649659243234, 'CO <= -0.86': -0.030578020821005424, 'Humidity <= -0.74': -0.027560302094877073, '-0.75 < Population_Density <= -0.02': -0.017000931911803806, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.015582889283799237}"
623,"{'Temperature': 28.7, 'Humidity': 59.3, 'PM2.5': 6.300000000000001, 'PM10': 16.300000000000004, 'NO2': 22.3, 'SO2': 5.7, 'CO': 1.03, 'Proximity_to_Industrial_Areas': 10.8, 'Population_Density': 213.0}",Good,Good,"{'Population_Density <= -0.75': -0.035760559876948775, '-0.65 < PM10 <= -0.31': -0.03504240756033156, 'CO <= -0.86': -0.033000325904781865, '-0.71 < NO2 <= -0.14': -0.014546145536297333, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.013881999974274976}"
624,"{'Temperature': 39.0, 'Humidity': 107.1, 'PM2.5': 23.9, 'PM10': 45.0, 'NO2': 46.1, 'SO2': 25.8, 'CO': 2.65, 'Proximity_to_Industrial_Areas': 3.4000000000000004, 'Population_Density': 756.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.11986405732592015, 'CO > 0.62': 0.07136078544978253, 'Population_Density > 0.68': 0.05326725760985211, 'Proximity_to_Industrial_Areas <= -0.84': 0.03539339308778892, 'Humidity > 0.65': 0.03437291048557087}"
625,"{'Temperature': 23.8, 'Humidity': 40.2, 'PM2.5': 8.8, 'PM10': 12.3, 'NO2': 27.9, 'SO2': 6.9, 'CO': 1.0, 'Proximity_to_Industrial_Areas': 11.1, 'Population_Density': 317.0}",Good,Good,"{'PM10 <= -0.65': -0.03989242591699024, 'Population_Density <= -0.75': -0.03455074683232692, 'CO <= -0.86': -0.026505414635890904, 'Humidity <= -0.74': -0.025844961130812603, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.017074607472860957}"
626,"{'Temperature': 29.6, 'Humidity': 46.4, 'PM2.5': 14.2, 'PM10': 16.9, 'NO2': 11.8, 'SO2': 6.5, 'CO': 1.0, 'Proximity_to_Industrial_Areas': 11.8, 'Population_Density': 382.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03863618139391686, 'Population_Density <= -0.75': -0.03324291921132967, 'Humidity <= -0.74': -0.027645435564693364, 'CO <= -0.86': -0.026440744885896476, 'Proximity_to_Industrial_Areas > 0.74': -0.01812343913782807}"
627,"{'Temperature': 24.0, 'Humidity': 43.4, 'PM2.5': 5.400000000000002, 'PM10': 9.5, 'NO2': 15.800000000000002, 'SO2': 1.6999999999999993, 'CO': 0.98, 'Proximity_to_Industrial_Areas': 11.0, 'Population_Density': 441.0}",Good,Good,"{'PM10 <= -0.65': -0.04442479225691605, 'CO <= -0.86': -0.030986697722916966, 'Humidity <= -0.74': -0.02458826411808117, 'NO2 <= -0.71': -0.018196810863495512, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.016464628275108313}"
628,"{'Temperature': 31.3, 'Humidity': 100.0, 'PM2.5': 11.1, 'PM10': 35.6, 'NO2': 39.1, 'SO2': 35.8, 'CO': 1.95, 'Proximity_to_Industrial_Areas': 2.8, 'Population_Density': 754.0}",Hazardous,Hazardous,"{'CO > 0.62': 0.0641857730365541, 'Population_Density > 0.68': 0.05357300731863193, 'SO2 > 0.55': 0.04044050976096487, '-0.31 < PM10 <= 0.30': -0.04036545153541197, 'Proximity_to_Industrial_Areas <= -0.84': 0.03911986579862873}"
